beta,eta,gamma,gamma_over_eta,n,delta_star_L6
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.38
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.38
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.38
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.42
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.42
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.46
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.44
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.38
2.0,1.0,0.1,0.1,10,0.42
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.46
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.44
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.48
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.44
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.44
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.46
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.48
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.42
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.38
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.46
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.44
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.38
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.4
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.48
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.28
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.36
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.16
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.14
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.18
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.24
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.38
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.32
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.3
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.26
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.1
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.06
2.0,1.0,0.1,0.1,10,0.04
2.0,1.0,0.1,0.1,10,0.2
2.0,1.0,0.1,0.1,10,0.34
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.08
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.02
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.38
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.12
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.44
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.5
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.22
2.0,1.0,0.1,0.1,10,0.48
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.0
2.0,1.0,0.1,0.1,10,0.48
2.0,1.0,0.1,0.1,10,0.0
